ID_FISCALIZACAO_ELETRONICA;DESC_LOC_CONTROLADOR_TRANSITO;DESC_TIPO_CONTROLADOR_TRANSITO;VELOCIDADE_REGULAMENTAR;SENTIDO;SENTIDO_FISCALIZADO;NUM_SERIE_ATUAL;COD_SECUNDARIA;GEOMETRIA;;
659;Av. Francisco SÃ¡ esquina com Av. Amazonas;Detector de Parada sobre Faixa de Pedestres;60;Gutierrez-Prado;Ambos;1334;1334;POINT (608863.77 7795908.64);;
660;R. Jacuí­ esquina com Av. Cristiano Machado;Detector de Avanço de Semáforo;60;Floresta-ConcÃ³rdia;único;1536;1536;POINT (611743.63 7798786.20);;
661;R. Jacuí­ esquina com Av. Cristiano Machado;Detector de Parada sobre Faixa de Pedestres;60;Floresta-ConcÃ³rdia;único;1536;1536;POINT (611745.45 7798781.47);;
662;R. JacuÃ­ esquina com Av. Cristiano Machado;Detector de Avanço de Semáforo;60;ConcÃ³rdia-Floresta;único;1539;1539;POINT (611721.23 7798833.93);;
663;R. JacuÃ­ esquina com Av. Cristiano Machado;Detector de Parada sobre Faixa de Pedestres;60;ConcÃ³rdia-Floresta;único;1539;1539;POINT (611718.49 7798841.58);;
664;Av. Presidente AntÃ´nio Carlos, 6804;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1320;1320;POINT (609114.31 7803336.04);;
665;Av. Presidente AntÃ´nio Carlos, 6804;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;1320;1320;POINT (609111.43 7803343.89);;
666;Av. Presidente AntÃ´nio Carlos, 6627;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1319;1319;POINT (609075.56 7803344.48);;
667;Av. Presidente AntÃ´nio Carlos, 6627;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;1319;1319;POINT (609077.90 7803337.65);;
668;Av. Silva Lobo esquina com R. Platina;Detector de Avanço de Semáforo;60;Calafate-Nova SuÃ­ssa;único;1579;1579;POINT (607538.66 7796383.49);;
669;Av. Silva Lobo esquina com R. Platina;Detector de Parada sobre Faixa de Pedestres;60;Calafate-Nova SuÃ­ssa;único;1579;1579;POINT (607535.20 7796388.77);;
670;Av. Silva Lobo esquina com R. Platina;Detector de Avanço de Semáforo;60;Nova SuÃ­ssa-Calafate;único;1580;1580;POINT (607562.71 7796373.65);;
671;Av. Silva Lobo esquina com R. Platina;Detector de Parada sobre Faixa de Pedestres;60;Nova SuÃ­ssa-Calafate;único;1580;1580;POINT (607565.99 7796367.45);;
672;R. Dom Leme esquina com Av. Cristiano Machado;Detector de Avanço de Semáforo;40;Silveira-Cidade Nova;único;1590;1590;POINT (612060.01 7800774.28);;
673;R. Dom Leme esquina com Av. Cristiano Machado;Detector de Parada sobre Faixa de Pedestres;40;Silveira-Cidade Nova;único;1590;15390;POINT (612063.15 7800775.02);;
674;Av. Cristiano Machado, 2150;Detector de Avanço de Semáforo;60;Centro-Bairro;único;2200036;GCT036;POINT (612088.32 7800474.74);;
675;Av. Cristiano Machado, 2150;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;2200036;GCT036;POINT (612086.78 7800482.21);;
676;Av. Cristiano Machado, 2273;Detector de Avanço de Semáforo;60;Bairro-Centro;único;2200035;GCT035;POINT (612076.24 7800497.55);;
677;Av. Cristiano Machado, 2273;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;2200035;GCT035;POINT (612076.81 7800491.41);;
678;Av. Presidente Antônio Carlos entre R. Formiga e Viaduto Angola;Detector de Avanço de Semáforo;60;Centro-Bairro;único;2200026;GCT026;POINT (610465.45 7798889.70);;
501;Av. Afonso Pena esquina com R. dos Tamóios;Detector de Avanço de Semáforo;60;Mangabeiras-Centro;único;3026;"393205021
";POINT (611203.62 7796925.42);;
502;Av. Afonso Pena esquina com R. dos Tamóios;Detector de Avanço de Semáforo;60;Mangabeiras-Centro;único;3027;149240001;POINT (611208.81 7796928.88);;
503;Av. Afonso Pena esquina com R. dos Tamóios;Detector de Trânsito em Local Proibido;60;Mangabeiras-Centro;único;3026;"393205021
";POINT (611208.70 7796918.70);;
504;Av. Afonso Pena esquina com R. dos Tamóios;Detector de Trânsito em Local Proibido;60;Mangabeiras-Centro;único;3027;149240001;POINT (611212.72 7796921.51);;
505;Av. Augusto de Lima esquina com R. Paracatu;Detector de Avanço de Semáforo;60;Bairro-Centro;único;3031;122420162;POINT (609719.93 7796896.21);;
506;Av. Augusto de Lima esquina com R. Paracatu;Detector de Avanço de Semáforo;60;Bairro-Centro;único;3032;122420138;POINT (609718.31 7796889.74);;
507;Av. Augusto de Lima esquina com R. Paracatu;Detector de Trânsito em Local Proibido;60;Bairro-Centro;único;3031;122420162;POINT (609713.46 7796898.03);;
508;Av. Augusto de Lima esquina com R. Paracatu;Detector de Trânsito em Local Proibido;60;Bairro-Centro;único;3032;122420138;POINT (609711.64 7796890.95);;
509;R. Paracatu esquina com Av. Augusto de Lima;Detector de Avanço de Semáforo;40;Barro Preto-Santo Agostinho;único;3033;241705005;POINT (609731.85 7796914.81);;
510;R. Paracatu esquina com Av. Augusto de Lima;Detector de Trânsito em Local Proibido;40;Barro Preto-Santo Agostinho;único;3033;241705005;POINT (609735.12 7796926.00);;
511;Av. Bias Fortes esquina com R. dos Goitacazes;Detector de Avanço de Semáforo;60;Barro Preto-Lourdes;único;3040;393205020;POINT (610289.49 7796899.41);;
512;Av. Bias Fortes esquina com R. dos Goitacazes;Detector de Trânsito em Local Proibido;60;Barro Preto-Lourdes;único;3040;393205020;POINT (610285.53 7796907.57);;
513;R. dos Tamóios esquina com Av. Olegário Maciel;Detector de Avanço de Semáforo;40;Av. do Contorno-Av. ParanÃ¡;único;3039;122420179;POINT (610495.09 7797131.82);;
514;R. dos Tamóios esquina com Av. Olegário Maciel;Detector de Trânsito em Local Proibido;40;Av. do Contorno-Av. ParanÃ¡;único;3039;122420179;POINT (610485.68 7797133.96);;
515;R. dos Tupinambáss esquina com Av. Olegário Maciel;Detector de Avanço de Semáforo;60;Av. do Contorno-Av. ParanÃ¡;único;3035;122420164;POINT (610564.77 7797404.44);;
516;R. dos Tupinambás esquina com Av. Olegário Maciel;Detector de Avanço de Semáforo;60;Av. do Contorno-Av. ParanÃ¡;único;3036;241705003;POINT (610562.67 7797397.68);;
517;R. dos Tupinambás esquina com Av. Olegário Maciel;Detector de Trânsito em Local Proibido;60;Av. do Contorno-Av. ParanÃ¡;único;3035;122420164;POINT (610557.77 7797406.54);;
518;R. dos Tupinambás esquina com Av. Olegário Maciel;Detector de Trânsito em Local Proibido;60;Av. do Contorno-Av. ParanÃ¡;único;3036;241705003;POINT (610555.20 7797400.01);;
519;Av. Olegário Maciel esquina com R. dos Tupinambás;Detector de Avanço de Semáforo;60;Lagoinha-Barro Preto;único;3037;241705004;POINT (610571.06 7797410.04);;
520;Av. Olegário Maciel esquina com R. dos Tupinambás;Detector de Avanço de Semáforo;60;Lagoinha-Barro Preto;único;3038;122420176;POINT (610575.73 7797408.87);;
521;Av. Olegário Maciel esquina com R. dos Tupinambás;Detector de Trânsito em Local Proibido;60;Lagoinha-Barro Preto;único;3038;122420176;POINT (610578.53 7797414.24);;
522;Av. Olegário Maciel esquina com R. dos Tupinambás;Detector de Trânsito em Local Proibido;60;Lagoinha-Barro Preto;único;3037;241705004;POINT (610573.40 7797416.11);;
523;Av. Brasil esquina com Av. Francisco Sales;Detector de Avanço de Semáforo;60;Santa EfigÃªnia-Savassi;único;3029;122420165;POINT (612479.63 7796330.23);;
524;Av. Brasil esquina com Av. Francisco Sales;Detector de Avanço de Semáforo;60;Santa EfigÃªnia-Savassi;único;3030;122420174;POINT (612476.21 7796335.79);;
525;Av. Brasil esquina com Av. Francisco Sales;Detector de Trânsito em Local Proibido;60;Santa EfigÃªnia-Savassi;único;3030;122420174;POINT (612483.05 7796340.92);;
526;Av. Brasil esquina com Av. Francisco Sales;Detector de Trânsito em Local Proibido;60;Santa EfigÃªnia-Savassi;único;3029;122420165;POINT (612486.48 7796332.36);;
527;Av. Francisco Sales esquina com Av. Bernardo Monteiro;Detector de Avanço de Semáforo;60;Floresta-Santa EfiigÃªnia;único;3041;39325019;POINT (612259.29 7796657.81);;
528;Av. Francisco Sales esquina com Av. Bernardo Monteiro;Detector de Trânsito em Local Proibido;60;Floresta-Santa EfiigÃªnia;único;3041;39325019;POINT (612254.62 7796663.64);;
529;Av. Otacíllio Negrão de Lima, 1064;Detector de Trânsito em Local Proibido;40;SÃ£o Luiz-Aeroporto;único;3021;122420180;POINT (607525.26 7804236.06);;
530;Av. Otacílio Negrão de Lima esquina com R. Mussi Elias Abuid;Detector de Trânsito em Local Proibido;40;Bandeirantes-BraÃºnas;único;3025;122420136;POINT (604335.87 7804714.03);;
679;Av. Presidente Antônio Carlos entre R. Formiga e Viaduto Angola;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;2200026;GCT026;POINT (610463.65 7798896.10);;
680;Av. Presidente Antônio Carlos entre R. Formiga e Viaduto Angola;Detector de Avanço de Semáforo;60;Bairro-Centro;único;2200025;GCT025;POINT (610451.19 7798904.72);;
681;Av. Presidente Antônio Carlos entre R. Formiga e Viaduto Angola;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;2200025;GCT025;POINT (610452.53 7798899.16);;
682;Av. Presidente Antônio Carlos, oposto ao 1089;Detector de Avanço de Semáforo;60;Centro-Bairro;único;2200033;GCT033;POINT (610358.80 7799121.32);;
683;Av. Presidente Antônio Carlos, oposto ao 1089;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;2200033;GCT033;POINT (610362.64 7799115.18);;
684;Av. Presidente Antônio Carlos, 1089;Detector de Avanço de Semáforo;60;Bairro-Centro;único;2200034;GCT034;POINT (610350.95 7799115.18);;
685;Av. Presidente Antônio Carlos, 1089;Detector de Parada sobre Faixa de Pedestres;60;Bairro-Centro;único;2200034;GCT034;POINT (610347.88 7799119.59);;
686;Av. Presidente Antônio Carlos, 6804;Detector de Avanço de Semáforo;60;Centro-Bairro;único;2200028;GCT028;POINT (609104.25 7803332.25);;
687;Av. Presidente Antônio Carlos, 6804;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;2200028;GCT028;POINT (609100.91 7803340.05);;
688;Av. Presidente Antônio Carlos, 6627;Detector de Avanço de Semáforo;60;Bairro-Centro;único;2200027;GCT027;POINT (609083.90 7803347.30);;
689;Av. Presidente Antônio Carlos, 6627;Ô;60;Bairro-Centro;único;2200027;GCT027;POINT (609086.97 7803337.54);;
690;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Avanço de Semáforo;60;Centro-Bairro;único;2200030;GCT030;POINT (608880.77 7803972.67);;
541;Av. Afonso Pena esquina com R. dos Tamaios;Detector de Avanço de Semáforo;60;Mangabeiras-Floresta;único;3027;149240001;POINT (611218.28 7796929.45);;
542;Av. Afonso Pena esquina com R. dos Tamaios;Detector de Trânsito em Local Proibido;60; Mangabeiras-Floresta;único;3027;149240001;POINT (611219.51 7796923.48);;
543;Av. Augusto de Lima, 30;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Raul Soares;único;1430;1458;POINT (611301.88 7796492.07);;
544;Av. Augusto de Lima, 104;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Raul Soares;único;1458;1458;POINT (611194.98 7796520.97);;
545;Av. Augusto de Lima, 270;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Raul Soares;único;1459;1459;POINT (611056.92 7796557.30);;
546;Av. Augusto de Lima, 374;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Raul Soares;único;1469;1469;POINT (610926.85 7796594.87);;
547;Av. Augusto de Lima, 45;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Afonso Arinos;único;1456;1456;POINT (611227.32 7796491.07);;
548;Av. Augusto de Lima, 285;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Afonso Arinos;único;1466;1466;POINT (611091.43 7796529.11);;
549;Av. Augusto de Lima, 407;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Afonso Arinos;único;1468;1468;POINT (610954.57 7796566.26);;
550;Av. Augusto de Lima, 555;Detector de Invasão de Faixa de Exclusiva - MOVE;60;PraÃ§a Afonso Arinos;único;1503;1503;POINT (610820.23 7796602.04);;
551;Av. Cristiano Machado entre R. Machado e R. Itaúna;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;9702;9702;POINT (611645.61 7798771.10);;
552;Av. Cristiano Machado, 539;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;9703;9703;POINT (611814.74 7798852.33);;
553;Av. Cristiano Machado, 8983;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Bairro-Centro;único;9706;9706;POINT (611469.19 7804276.98);;
554;Av. Cristiano Machado, 8995;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Centro-Bairro;único;1329;1329;POINT (611483.60 7804366.71);;
555;Av. Cristiano Machado, 9309;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;9708;9708;POINT (611636.72 7804710.79);;
556;Av. Cristiano Machado, 9309;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;9708;9708;POINT (611639.56 7804709.29);;
557;Av. Cristiano Machado, 9309;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;9709;9709;POINT (611643.40 7804707.12);;
558;Av. Cristiano Machado, oposto ao 9015;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Centro-Bairro;único;1374;1374;POINT (611551.03 7804476.98);;
559;Av. Cristiano Machado, 9880;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Centro-Bairro;único;1673;1673;POINT (611530.98 7805690.19);;
560;Av. Cristiano Machado a 120m da R. Coronel Joaquim Tibúrcio;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Bairro-Centro;único;1408;1408;POINT (611125.99 7806121.09);;
561;Av. Cristiano Machado esquina com R. Nair Pentagna Guimarãees;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Bairro-Centro;único;1429;1429;POINT (611435.95 7805767.81);;
562;Av. Cristiano Machado esquina com R. Olivia Maria de Jesus;Controlador Eletrônico de Velocidade;70;Centro-Bairro;único;2200017;GCT017;POINT (610991.69 7806429.54);;
564;Av. Cristiano Machado, oposto ao 11300;Controlador Eletrônico de Velocidade;70;Bairro-Centro;único;9707;9707;POINT (610581.83 7807521.70);;
565;Av. Cristiano Machado, oposto ao 11300;Controlador Eletrônico de Velocidade;70;Bairro-Centro;único;9705;9705;POINT (610579.16 7807520.03);;
566;Av. Cristiano Machado, oposto ao 11300;Detector de Invasão de Faixa de Exclusiva - MOVE;70;Bairro-Centro;único;9705;9705;POINT (610575.82 7807517.53);;
581;Av. Dom Pedro I entre R. Luis Bento e Viaduto Oscar Niemeyer;Controlador Eletrônico de Velocidade;30;Centro-Bairro;único;2200045;GCT045;POINT (608237.12 7805431.73);;
582;Av. Dom Pedro I entre R. Luis Bento e Viaduto Oscar Niemeyer;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;2200031;GCT031;POINT (608206.85 7805425.00);;
583;Av. Dom Pedro I, 402;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;2200032;GCT032;POINT (608104.02 7805746.30);;
584;Av. Dom Pedro I, oposto ao 402;Controlador Eletrônico de Velocidade;30;Bairro-Centro;único;2200046;GCT046;POINT (608080.00 7805746.30);;
585;Av. Dom Pedro I, oposto ao 1300;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;9695;9695;POINT (608504.56 7806627.75);;
586;Av. Dom Pedro I a 72m da Av. General Olímpio Mourão Filho;Controlador Eletrônico de Velocidade;60;Centro-Bairro;9694;9694;9694;POINT (608745.64 7807074.56);;
587;Av. Dom Pedro I a 72m da Av. General Olímpio Mourão Filho;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;9694;9694;9694;POINT (608741.33 7807075.91);;
588;Av. Dom Pedro I, 2600;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;9704;9704;POINT (609302.13 7807442.88);;
589;Av. Dom Pedro I, oposto ao 2600;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;9697;9697;POINT (609293.12 7807453.17);;
590;Av. Dom Pedro II, oposto ao 1002;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1316;1316;POINT (609541.02 7797691.07);;
591;Av. Dom Pedro II, 827;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1296;1296;POINT (609688.72 7797672.72);;
592;Av. Dom Pedro II, 1275;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1291;1291;POINT (609359.11 7797924.73);;
593;Av. Dom Pedro II, 1421;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1276;1276;POINT (609309.89 7798026.90);;
594;Av. Dom Pedro II, 3250;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;2200015;GCT015;POINT (607585.03 7797872.53);;
595;Av. Dom Pedro II, 3391;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;2200016;GCT016;POINT (607508.82 7797846.03);;
596;Av. Dom Pedro II, 4528;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1211;1211;POINT (606513.91 7798195.10);;
597;Av. Dom Pedro II, 4714;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1046;1046;POINT (606402.83 7798414.49);;
598;Av. Dom Pedro II, 4419;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1273;1273;POINT (606552.16 7798078.30);;
599;Av. Dom Pedro II, 4615;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1047;1047;POINT (606458.98 7798263.47);;
600;Av. dos Andradas, oposto ao 3000;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;2200019;GCT019;POINT (612848.74 7796992.85);;
691;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Parada sobre Faixa de Pedestres;60;Centro-Bairro;único;2200030;GCT030;POINT (608878.03 7803980.58);;
692;Av. Presidente Antônio Carlos esquina com Av. Coronel José Dias Bicalho;Detector de Avanço de Semáforo;60;Bairro-Centro;único;2200029;GCT029;POINT (608858.27 7804002.02);;
944;"Av. Cristiano Machado, nÂº 1.320
";Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;118690022;S5103;POINT (612217.61 7799324.50);;
945;Av. Cristiano Machado, nÂº 1.320;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;118690022;S5103;POINT (612214.90 7799324.69);;
946;Av. Cristiano Machado, oposto ao nÂº 1.320;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;118690013;S5104;POINT (612213.16 7799327.79);;
947;Av. Cristiano Machado, oposto ao nÂº 1.320;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;118690013;S5104;POINT (612209.87 7799328.17);;
948;"Av. Cristiano Machado, oposto ao nÂº 10.732
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;516303018;S5107;POINT (610799.85 7807021.41);;
949;"Av. Cristiano Machado, oposto ao nÂº 10.732
";Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;516303018;S5107;POINT (610801.90 7807022.31);;
950;"Av. Cristiano Machado, oposto ao nÂº 10.732
";Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;516302905;S5107;POINT (610805.11 7807023.85);;
951;Av. Cristiano Machado, nÂº 673;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;516303124;S5102;POINT (612052.66 7798936.94);;
952;Av. João XXIII, nÂº 1.233;Controlador Eletrônico de Velocidade;60;"Av. AbÃ­lio Machado
";único;516302892;S4201;POINT (605286.82 7799175.04);;
953;"Av. JoÃ£o XXIII, oposto ao nÂº 1.233
";Controlador Eletrônico de Velocidade;60;"Av. Pres. Tancredo Neves
";único;516302922;S4202;POINT (605258.87 7799165.29);;
954;Av. Presidente Antônio Carlos, a 52 mestros da Av. Manoel Gomes;Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;118690012;S2102;POINT (609815.23 7801232.58);;
955;"Av. Presidente AntÃ´nio Carlos, a 52 mestros da Av. Manoel Gomes
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;118690012;S2102;POINT (609812.79 7801231.29);;
956;"Av. Presidente AntÃ´nio Carlos, nÂº 7.665
";Controlador Eletrônico de Velocidade;60;bairro-Centro;único;118690018;S2103;POINT (608802.49 7804160.50);;
957;Av. Presidente Antônio Carlos, nÂº 7.665;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;118690018;S2103;POINT (608799.93 7804159.61);;
958;Av. Presidente Antônio Carlos, nÂº 1.694;Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;118690011;S2101;POINT (610044.02 7799584.52);;
959;"Av. Presidente AntÃ´nio Carlos, nÂº 1.694
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;118690011;S2101;POINT (610041.84 7799583.36);;
960;"Av. Waldyr Soeiro Emrich, nÂº 498
";Controlador Eletrônico de Velocidade;60;"Barreiro-BetÃ¢nia
";único;516303052;S1201;POINT (604811.62 7791470.96);;
961;Av. Waldyr Soeiro Emrich, oposto ao nÂº 498;Controlador Eletrônico de Velocidade;60;"BetÃ¢nia-Barreiro
";único;516302911;S1202;POINT (604776.20 7791450.83);;
962;"Av. Cristiano Machado, nÂº 1.950
";Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;118690021;G5105;POINT (612143.33 7800251.81);;
963;"Av. Cristiano Machado, nÂº 1.950
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;118690021;G5105;POINT (612142.04 7800255.91);;
964;"Av. Cristiano Machado, oposto ao nÂº 1.950
";Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;118690015;G5106;POINT (612133.07 7800261.30);;
965;"Av. Cristiano Machado, oposto ao nÂº 1.950
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;118690015;G5106;POINT (612132.30 7800265.66);;
966;"Av. Amazonas, nÂº 3.960
";Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;516302925;G1101;POINT (607784.58 7795830.74);;
967;"Av. Amazonas, nÂº 3.995
";Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;516302904;G1102;POINT (607792.54 7795819.45);;
968;"Av. Presidente AntÃ´nio Carlos, oposto ao nÂº 8.281
";Controlador Eletrônico de Velocidade;60;Centro-Bairro;único;516302914;G2104;POINT (608335.26 7804860.11);;
878;"Av. dos Andradas, 405
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;"Santa Tereza-Floresta
";único;1385;BRI1385;POINT (611488.34 7797186.88);;
879;Av. dos Andradas, prÃ³ximo ao 286;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1373;BRI1373;POINT (611486.89 7797271.29);;
880;"Av. dos Andradas, esquina Av. do Contorno
";Detector de Avanço de Semáforo;60;Bairro-Centro;único;1155;BRI1155;POINT (612603.75 7796910.91);;
881;"Av. Nossa Senhora do Carmo, 665 (Pista interna)
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1424;BRI1424;POINT (611490.57 7794153.31);;
882;"Av. Nossa Senhora do Carmo, 702 (Pista interna)
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1540;BRI1540;POINT (611453.01 7794094.65);;
883;"Av. Presidente Antônio Carlos, a 45 metros da R. Adalberto
Ferraz - Acesso a Pista Exclusiva para ônibus";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1640;BRI1640;POINT (610723.54 7798196.49);;
884;"Av. Presidente Antônio Carlos, a 45 metros da R. Adalberto
Ferraz - Acesso a Pista Exclusiva para ônibus";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1640;BRI1640;POINT (610722.96 7798207.72);;
885;Av. Presidente Antônio Carlos, esquina Av. Antônio Abrahão Caram;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1365;BRI1365;POINT (608924.83 7803774.60);;
887;Av. Presidente Antônio Carlos, esquina R. Estoril;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1391;BRI1391;POINT (609477.44 7802290.11);;
888;Av. Presidente Antônio Carlos, esquina R. Padre Leopoldo Mertens;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1244;BRI1244;POINT (609448.98 7802370.84);;
889;"Av. Presidente AntÃ´nio Carlos, 2672
";Detector de Avanço de Semáforo;60;Centro-Bairro;único;1837;BRI1837;POINT (609844.69 7800587.43);;
890;"Av. Presidente AntÃ´nio Carlos, 4157
";Detector de Avanço de Semáforo;60;Bairro-Centro;único;1816;BRI1816;POINT (609440.17 7802288.28);;
891;Av. Presidente Antônio Carlos, 7596;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1367;BRI1367;POINT (608848.92 7804093.38);;
892;Av. Presidente Antônio Carlos, 7605;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1368;BRI1368;POINT (608813.50 7804090.08);;
893;Av. Presidente Antônio Carlos, oposto ao 2672;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1742;BRI1742;POINT (609805.88 7800584.23);;
894;Av. Risoleta Neves, entre Viad. Um Mil Novecentos e Setenta Nove e PÃ§. Corpo de Bombeiros Militar;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1618;BRI1618;POINT (612349.55 7803397.78);;
895;"Av. Vilarinho, esquina R. MaÃ§on Ribeiro
";Detector de Avanço de Semáforo;60;Bairro-Centro;único;1009;BRI1009;POINT (609705.69 7808239.84);;
896;"Av. Nossa Senhora do Carmo, 289 (Pista interna)
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1393;BRI1393;POINT (611574.58 7794508.57);;
897;Av. Vilarinho, esquina R. Cascalheira;Detector de Avanço de Semáforo;60;Bairro-Centro;único;1520;BRI1520;POINT (609359.88 7808724.61);;
898;Av. Vilarinho, esquina R. MaÃ§on Ribeiro;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1650;BRI1650;POINT (609738.26 7808230.16);;
899;Av. Vilarinho, esquina R. MaÃ§on Ribeiro;Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;único;1650;BRI1650;POINT (609740.29 7808231.03);;
900;Av. Vilarinho, esquina R. MaÃ§on Ribeiro - Pista MOVE;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1619;BRI1619;POINT (609726.55 7808231.90);;
901;Av. Vilarinho, esquina R. MaÃ§on Ribeiro - Pista MOVE;Detector de Conversão-Retorno em local Proibido;60;Centro-Bairro;único;1619;BRI1619;POINT (609729.07 7808232.19);;
902;Av. Vilarinho, esquina R. Severino Lara;Detector de Avanço de Semáforo;60;Centro-Bairro;único;1518;BRI1518;POINT (609396.95 7808721.70);;
903;"Av. Vilarinho, 1021
";Detector de Invasão de Faixa de Exclusiva - MOVE;60;Bairro-Centro;único;1784;BRI1784;POINT (609708.45 7808248.07);;
904;Av. Vilarinho, 1021;Detector de Invasão de Faixa de Exclusiva - MOVE;60;Centro-Bairro;único;1784;BRI1784;POINT (609720.84 7808248.36);;
983;"Av. Risoleta Neves, a 145 metros da R. Raimunda Rocha Alves
";Controlador Eletrônico de Velocidade;60;Bairro-Centro;único;516302920;G5301;POINT (613127.15 7804844.28);;
